code,name,prereqs
POBS 2500K,Senses and Sensibilities in the Nineteenth Century Portuguese Novel,
POBS 2600C,Foundations of Literary Theory,
POBS 0620,Mapping Portuguese-Speaking Cultures: Portugal and Africa,POBS\xa00400
POBS 1210,Afro-Brazilians and the Brazilian Polity (AFRI 1210),AFRI\xa01210
POBS 1501A,Out of Portuguese Africa: Deconstructing Portuguese Colonialism in Literature,
POBS 2120A,ESL Methodology Assessment and Evaluation,
POBS 2120B,Practicum in English as a Second Language,
POBS 2500B,Portuguese Overseas Encounters,
POBS 2500F,"Tales of the ""Sertão""",
POBS 0110,Intensive Portuguese,
POBS 0990,Mapping Cross-Cultural Identities,
POBS 1080,"Performing Brazil: Language, Theater, Culture",
POBS 1500A,African Literatures of Portuguese Expression,
POBS 1500B,The Azores – A World through Literature,
POBS 1601O,"The Portuguese Estado Novo. Visual Propaganda, Public Use of Past and Self-Representation",
POBS 2010A,Language Theory and Curriculum Development,
POBS 2020A,Applied Linguistics for ESL,
POBS 2500O,Literature and Politics: Dialogues and Interrogations,
POBS 0280,"Mapping Food, Eating Meaning, Making Community: A Welcome to the Lusophone world",
POBS 0610,Mapping Portuguese-Speaking Cultures: Brazil,POBS\xa00400
POBS 0711,Brazilian Democracy in Literature and History,
POBS 1520,Latin American Horror (GNSS 1520),GNSS\xa01520
POBS 1601M,"Migrants, Political Activism and the Racialization of Labor",
POBS 1601N,Politics of Indigeneity in Brazil (LACA 1503Q),LACA\xa01503
POBS 1720,"Literacy, Culture, and Schooling for the Language Minority Student",
POBS 1750,"Language, Culture, and Society",
POBS 2500E,Portuguese Cultural and National Identity,
POBS 2500G,Nation and Narration,
POBS 2600B,Saramago and His Contemporaries,
POBS 2020D,Theories in First and Second Language Acquisition,
POBS 0200,Elementary Portuguese,POBS\xa00100
POBS 1090,Portuguese-speaking Cultures Via Film,POBS\xa00610
POBS 1501G,Remembering and Forgetting the Portuguese Colonial Empire Public Memory,
POBS 1600A,The Afro-Luso-Brazilian Triangle (AFRI 1020C),AFRI\xa01020
POBS 1800F,The Lusophone World and the Struggle for Modernity,
POBS 2500N,Got Rights? Human Rights and Contemporary Brazilian Literature,
POBS 0100,Elementary Portuguese,
POBS 0710A,(En)Gendering the Text: Gender & Sexuality in Latin American Literature and Film (GNSS 0710A),GNSS\xa00710
POBS 1500I,Fiction and History (COLT 1810G),COLT\xa01810
POBS 1501F,The Enlightened Censor,
POBS 2600A,Medieval and Renaissance Portuguese Literature,
POBS 1025,The Future of the Past: 21st-Century Fiction from the Portuguese-Speaking World,
POBS 1501E,"Histories of Global Health from Lusophone Africa: Biomedical Actions in Angola, Mozambique, Guinea",
POBS 1800E,The Brazilian Puzzle: Confronting the Post-Colonial Legacy,
POBS 0637A,History of Jews in Brazil (HIST 0637A),
POBS 0850,Comparative Approaches to the Literatures of Brazil and the United States,
POBS 1501C,Interwar Fascisms and the Portuguese Estado Novo (1932-1945),
POBS 1501D,Pathways of Brazilian Narrative,
POBS 2600W,Contemporary Brazilian Women Writers in the Culture of Money: A Literature of Their Own,
POBS 0915,On Cultural and Personal Identity,
POBS 0970,Tropical Delights: Imagining Brazil in History and Culture (HIST 0537B),HIST\xa00537
POBS 1601I,Media + Propaganda in Contemporary History,
POBS 1671,Brazil: From Abolition to Emerging World Power (HIST 1312),HIST\xa01312
POBS 2500H,"The City and the Street:  Tradition, Modernity and Human Subjectivity in Brazilian Urban Literature",
POBS 1601E,"Travels and Exhibitions: Writing, Collecting + Displaying the World in the 19th + 20th Centuries",
POBS 1967L,"Politics and Culture Under The Brazilian Military Dictatorship, 1964-1985 (HIST 1967L)",HIST\xa01967
POBS 2600M,"The Word in the Dark: Passion, Quest and Identity in the Universe of Clarice Lispector",
PLME 0700,Communication in Health Care,
PLME 0400,Introduction to Medical Illustration,
PLME 0800,"Wilderness, Disasters, and Global Health",
PLME 1000,PLME Senior Seminar in Scientific Medicine,
PLME 0200,Primetime Bioethics,
PLME 0600,"Convergence of Medicine, Technology and Public Policy in the US, As Told by the Failing Kidney",
MPA 2066,Introduction to Statistical Machine Learning,
MPA 2160,Management and Implementation in Public and Non-Profit Organizations,
MPA 2230,Issues for Future Diplomats,
MPA 2475,Policy Problems of the 21st Century,
MPA 2606,Public Policy and Politics in Partisan Times,
MPA 2800,Policy in Action Consultancy,
MPA 2020,Public Budgeting and Management,
MPA 2055,The Politics of Policymaking in Comparative Perspective,
MPA 2065,Introduction to Data Science and Programming,
MPA 2225,Climate Diplomacy and International Negotiations,
MPA 2226,"Educational Equity, Environmental Justice, and Police Reform”",
MPA 2445,Policy Analysis and Problem Solving,
MPA 2605,How do you conduct research that changes Public Policy?,
MPA 2710,GIS and Public Policy,
MPA 2040,Statistics for Program Evaluation,
MPA 2450,Economics of Government Intervention,
MPA 2455,Statistics for Public Policy,
MPA 2460,Economics for Public Policy,
MPA 2603,Leadership and Social Change,
MPA 2735,Women and Nations,
MPA 2765,System Dynamics: Policy Analysis for a Complex World,
MPA 2772,"Disaster, Displacement and Response: A Practitioner, People-Focused Lens on Urban Policy & Practice",
MPA 2222,Introduction to Health Policy,
MPA 2601,"Envisioning and Building Prosperous, Inclusive Communities",
MPA 2604,The Corporation and Public Policy,
MPA 2775,U.S. Foreign Policy: The Institutional Basis,
MPA 2602,"Poverty, Redistribution, and the Future of Work",
MPA 2015,Communications and Public Policy,
PHUM 1805,Making the Invisible Visible: Global Urban Typologies in the 20th and 21st Century,
PHUM 1903,"Shrine, House or Home: Rethinking the House Museum Paradigm",
PHUM 1912,Collections & Colonialism (AMST 1902K),AMST\xa01902
PHUM 2013,Management of Cultural Institutions,
PHUM 2020,Methods in Public Humanities,
PHUM 2022,Public in Persons: Along Humanities’ Ethical Edges,
PHUM 2025,Semester Practicum in Public Humanities,
PHUM 2310,Museum Exhibitions (AMST 2221),AMST\xa02221
PHUM 1240,Urban Life: Anthropology in and of the City (ANTH 1236),ANTH\xa01236
PHUM 1250,The Visual in Anthropology: Documentary Films and Society (ANTH 1253),ANTH\xa01253
PHUM 1307,Politics and Spectacle in the Arts of Ancient Rome (HIAA 1307),HIAA\xa01307
PHUM 1340,Principles and Methods of Geographic Information Systems (SOC 1340),SOC\xa01340
PHUM 1620,Archaeology of Settler Colonialism (ANTH 1622),ANTH\xa01622
PHUM 1870,Downtown Development (URBN 1870D),URBN\xa01870
PHUM 1901,Anthropology in/of the Museum (ANTH 1901),ANTH\xa01901
PHUM 1904,Power + Water: Material Culture and its Environmental Impact,
PHUM 1910,Culture as History: Making the 20th Century United States (AMST 1906U),AMST\xa01906
PHUM 2010,Introduction to Public Humanities,
PHUM 2015,"Public Art: History, Theory, and Practice",
PHUM 2102,"Accessioning, Archiving, and Antiracism: Critical and Creative Approaches (AMST 2221A)",AMST\xa02221
PHUM 2103,Finding the Viewer: The Reception of Ancient Art and Architecture (HIAA 2301),HIAA\xa02301
PHUM 2201,Race and Architecture (HIAA 2880),HIAA\xa02880
PLCY 1200,Program Evaluation,
PLCY 1700K,Health Policy Challenges,
PLCY 1700M,Law and Public Policy,
PLCY 1700V,Nonprofit Organizations,
PLCY 1702P,Fiscal Plumbing 101,
PLCY 1702T,Punishment and School Discipline: Historical Insights on the School to Prison Pipeline,
PLCY 1702X,Technology and Public Policy,
PLCY 1822,Social Policy and Social Justice: Contestation and Compromise,
PLCY 1823,"Brown in Washington, D.C. Practicum",
PLCY 1825,The New National Security: Transnational and Cross-Border Issues,
PLCY 1991,Public Policy Colloquium,
PLCY 1702G,"The Opioid Crisis: Causes, Effects, and Policy Solutions",
PLCY 0100,Introduction to Public Policy,
PLCY 1600,Economics for Public Policy,
PLCY 1701,Discrimination and Public Policy (UNIV 1701),
PLCY 1702F,Political Communication,
PLCY 1703A,Youth Politics and Culture in the Americas: Explorations through Ethnography,
PLCY 1800,Investigating Modes of Social Change,
PLCY 1802,Engaged Research Engaged Publics,
PLCY 1910,Social Entrepreneurship,
PLCY 1990,Public Policy Colloquium,
PLCY 1701G,Science and Technology Policy in the Global South,
PLCY 1702M,The U.S. War on Drugs: From History to Policymaking and Beyond,
PLCY 1703B,The Political Economy of Cities: American and Comparative Perspectives,
PLCY 1700Q,Urban Policy Challenges: Spatial Inequality in Metropolitan America,
PLCY 1400,Ethics and Public Policy,
PLCY 1702H,Crime and Punishment in the USA,
PLCY 0700J,Comparative Policies: Analyzing Policy Making Around the Globe,
PLCY 1701H,"Congressional Leadership, Parties and Public Policy",
PLCY 1702A,"Justice, Gender, and Markets",
PLCY 1824,Social Change and Building Powerful Organizations,
PLCY 2070,Decision Making,
PLCY 2160,Management and Implementation in Public and Non-Profit Organizations,
PLCY 2475,"Policy Problems of the 21st Century: Social Justice and Advocacy,  Strategies for Change",
PLCY 2765,System Dynamics: Policy Analysis for a Complex World,
PLCY 2772,"Disaster, Displacement and Response: A Practitioner, People-Focused Lens on Urban Policy & Practice",
PLCY 2775,U.S. Foreign Policy: The Institutional Basis,
PLCY 2800,Policy in Action Consultancy,
PLCY 1703C,Policy Making and Policy Makers in Domestic and International Contexts,
PLCY 2020,Public Budgeting and Management,
PLCY 2040,Policy Analysis and Program Evaluation,
PLCY 2055,The Politics of Policymaking in Comparative Perspective,
PLCY 2065,Introduction to Data Science and Programming,
PLCY 2140,"Politics, Public Policy, and Economic Development in Asia",
PLCY 2230,Skills for Future Diplomats,
PLCY 2555,"Environmental Policy, From the Ground Up",
PLCY 2015,Communications and Public Policy,
PLCY 2445,Introduction to Public Policy,
PLCY 2455,Statistics for Public Policy,
PLCY 2460,Economics for Public Policy,
PLCY 0022,City Politics,
PLCY 1090,Polarized Politics (POLS 1090),
PLCY 1150,Comparative Policies: Analyzing Policy Making Around the Globe,
PLCY 1701Q,Leading Social Ventures - Social Entrepreneurship in Action,
PLCY 1701W,"Race, Gentrification, and the Policing of Urban Space",
PLCY 1702D,Ethics of Energy Policy,
PLCY 1702E,Environmental Law and Policy,
PLCY 1821,Bilateral and Multilateral Policy and Diplomacy,
PLCY 1823Z,Gender and Public Policy (POLS 1823Z),
PLCY 2465,"Financial Management For Public, Health, and Not-for-Profit Organizations",
PLCY 2725,Smart Policy,
PLCY 2730,The Political Economy of Hard Policy Problems,
PLCY 2735,Women and Nations,
PLCY 1000,International Environmental Law and Policy,
PLCY 1130,The American Presidency (POLS 1130),
PLCY 1280,"Politics, Economy and Society in India (POLS 1280)",
PLCY 1701D,Global Graying: The Impact of an Aging Society on Public and Private Sector Organizations,
PLCY 1702B,Governing the Seven Seas: Law and Policy for the 21St Century,
PLCY 1702C,Racial and Ethnic Politics and Policy in America,
PLCY 1771,"Education, Inequality, and American Democracy (POLS 1770)",
PLCY 1810,Models for Sustaining Social Transformation,
PLCY 1820,Politics of European Integration,
PLCY 1824K,The American Welfare State in Comparative Perspective (POLS 1824K),
PLCY 2035,Statistics II for Public Policy Analysis,
PLCY 2545,An Introduction to Public Finance in Multilevel Democracies,
PLCY 2675,Science and Technology Policy in the Global South,
PLCY 2715,Education Governance in Comparative Perspective,
RELS 0030,"Sound, Song and Salvation in South Asia",
RELS 0050,Love: The Concept and Practice,
RELS 0060G,"Hope, Despair, and Longing in Jewish Thought (JUDS 0050K)",JUDS\xa00050
RELS 0090A,Women and Gender in Ancient Religions,
RELS 0090N,What is Islam? Rethinking Centers and Peripheries in Religious Tradition,
RELS 0095B,"Islam in Fiction: History, Romance, Satire",
RELS 0145,"Karma, Rebirth and Liberation: Life and Death in South Asian Religions",
RELS 0200B,Ethics and Politics of Intelligibility and Otherness,
RELS 0210B,Pilgrimage Art and Architecture in the Middle Ages (HIAA 0432),
RELS 0340,Kabbalah: An Introduction to Jewish Mysticism,
RELS 0525,The History and Practice of Yoga in India and Beyond,
RELS 0535,Self Transformation and Transcendence in Later Daoist Contemplative Traditions,
RELS 0800,"Death: Religion, Philosophy, Law",
RELS 0820,African American Religious Strategies: Martin and Malcolm,
RELS 0821,Black Religion and Media in America,
RELS 1050B,"Heidegger, the Jew and the Crisis of Liberalism (JUDS 1614)",JUDS\xa01614
RELS 1325A,Educating Bodies in Ancient Christianity,
RELS 1420,The Contemplative Foundations of Classical Daoism,
RELS 1445,Sinners and Seers in Japanese Literature,
RELS 1600A,"Race, Religion, and Ethnicity in the Study of Antiquity",
RELS 1600B,The Ethics of Community,
RELS 1830D,Constructing the Human: Humanness and Animality in the Ancient World,
RELS 2050,Religious Identities in Sasanian Persia,
RELS 2350B,Readings in Japanese Religion and Thought,
RELS 2890,Preliminary Examination Preparation,
RELS 2990,Thesis Preparation,
RELS 0015,Sacred Stories,
RELS 0034,Dharma: A History of Classical Indian Civilization,
RELS 0036,Love and War in India,
RELS 0045,Buddhism and Death,
RELS 0052,"Experiencing Powerlessness, Power, and Religion in the Ancient World",
RELS 0080,"Japan: Nature, Ritual and the Arts",
RELS 0085C,Ecological and Religious Thought in the West,
RELS 0090K,Christmas in America,
RELS 0125,Your Moment of Zen,
RELS 0140,"Food, Religion and Politics in South Asia",
RELS 0290D,Islamic Sexualities,
RELS 0520,"Tai Chi, Qigong, and Traditions of Energy Cultivation in China",
RELS 0560,Contemplation and Social Action,
RELS 0610,Sufi Islam,
RELS 0700A,Great Jewish Books (JUDS 0681),JUDS\xa00681
RELS 0750,Law and Religion,
RELS 0825,Foundational Texts in African American Theology,
RELS 1000,Methods in Religious Studies,
RELS 1050C,Prophets and Priests in Exile: Biblical Literature of the 6th Century BCE (JUDS 1690),JUDS\xa01690
RELS 1325C,The Virgin Mary in Christian Tradition,
RELS 1370C,David Hume and Religion,
RELS 1530G,The History of Emotions and the Study of Islam,
RELS 1742A,Great Authors and Works of Italian Renaissance (ITAL 1320),ITAL\xa01320
RELS 1743A,Gospel Music from the Church to the Streets (MUSC 1927),MUSC\xa01927
RELS 1995,Senior Capstone Seminar,
RELS 2000,Theory of Religion,
RELS 2100F,Seminar in Biblical Studies: Ugaritic,
RELS 2460,Professionalization Seminar,
RELS 2600H,"Religion, Race, Gender and Ecology: Ecowomanism 101",
RELS 0014,Jesus,
RELS 0035,Saints and Mystics of India,
RELS 0100,"Buddhist Thought, Practice, and Society",
RELS 0120,The Classical Chinese Philosophy of Life,
RELS 0260,Religion Gone Wild: Spirituality and the Environment,
RELS 0032,Music and Meditation,
RELS 0037,Sensing the Sacred: Sensory Culture in South Asian Religions,
RELS 0060C,The Bible and Moral Debate (JUDS 0060),JUDS\xa00060
RELS 0085B,Blues People:Topics in African American Religion and Culture,
RELS 0290H,Defense Against the Dark Arts in the Ancient World,
RELS 0420,Sacred Bodies,
RELS 0817,"Race, Religion, and the Secular",
RELS 0916A,Japan's Floating World (EAST 0310),EAST\xa00310
RELS 1325E,Ecotheology in Ancient Christianity,
RELS 1330A,The Life and Afterlives of the Apostle Paul,
RELS 1610,"Sacred Sites: Law, Politics, Religion",
RELS 1612,"Death:  Religion, Philosophy, Law",
RELS 1745D,Theo-Politics: Political Readings of the Hebrew Bible (HMAN 1974P),HMAN\xa01974
RELS 2100B,Exegesis at Qumran,
RELS 2110B,"Radical Romanticism:Progressive Democratic, Environmental, and Religious Traditions in North America",
RELS 2110D,"Religion, Pragmatism, and Social Change",
RELS 2350A,Tokugawa Religion,
RELS 2400L,Topics in Islamic Studies: Methods and Theories,
RELS 0090M,"Islam, Violence and Media",
RELS 0210A,"Religion, Politics, and Culture in America (HIST 0253)",HIST\xa00253
RELS 0526,This Whole World is OM: Mantras in Indian Religions,
RELS 0555,Zen: An Introduction,
RELS 0600E,"Islamic Modernities: Religion, Culture, and Power",
RELS 1050H,Problems in Israelite History (JUDS 1635),JUDS\xa01635
RELS 1380C,Law and Religion,
RELS 1390A,Religion and Critical Theory,
RELS 1440A,Japanese Buddhism,
RELS 2101,The Court Narrative in Ancient Israel,
RELS 2110C,Suspicion and Its Others,
RELS 2380D,Chinese Buddhism,
RELS 0843,How do you Feel? The History of Emotions,
RELS 0056,Spiritual But Not Religious: Making Spirituality in America,
RELS 0060D,Antisemitism: A History (JUDS 0063),JUDS\xa00063
RELS 0086,Religion and Movement Politics,
RELS 0095A,Islam from the Ground Up,
RELS 0700G,Gender in Early Jewish and Christian Texts (JUDS 0606),JUDS\xa00606
RELS 1050G,On the Margins of the Bible: Jewish and Christian Non-Canonical Texts (JUDS 1603),JUDS\xa01603
RELS 1380A,"Money, Media, and Religion",
RELS 1440B,The Archaeology of Japanese Buddhism,
RELS 1500,From Moses to Muhammad: Prophets of the Ancient World,
RELS 1530F,The History of Emotions and Medieval Islamic Tradition,
RELS 1700A,"The History, Philosophy, and Practice of Rinzai Zen: Zen Master Hakuin Ekaku",
RELS 1705A,Principles and Practices of Contemplative Studies,COST\xa00100
RELS 1741A,International Law (INTL 1700A),
RELS 2100E,Literature of the Early Second Temple Period,
